Id,IndicatorCode,SpatialDimension,SpatialDimensionValueCode,ParentLocationCode,ParentLocation,TimeDimension,TimeDim,DisaggregatingDimension1,DisaggregatingDimension1ValueCode,DisaggregatingDimension2,DisaggregatingDimension2ValueCode,DisaggregatingDimension3,DisaggregatingDimension3ValueCode,DataSourceDimension,DataSourceDimensionValueCode,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
1552147,MH_12,COUNTRY,GMB,AFR,Africa,YEAR,2009,SEX,SEX_BTSX,,,,,,,10.9 [5.8-18.3],10.8804,5.78,18.3154,,2021-02-09T16:43:19Z,2009,2009-01-01,2009-12-31
1552749,MH_12,COUNTRY,IRL,EUR,Europe,YEAR,2006,SEX,SEX_BTSX,,,,,,,10.2 [8.8-11.7],10.221,8.85,11.7002,,2021-02-09T16:48:01Z,2006,2006-01-01,2006-12-31
1555473,MH_12,COUNTRY,MWI,AFR,Africa,YEAR,2019,SEX,SEX_MLE,,,,,,,20.0 [12.7-29.8],19.9896,12.7409,29.8493,,2021-02-09T17:01:52Z,2019,2019-01-01,2019-12-31
1555996,MH_12,COUNTRY,ECU,AMR,Americas,YEAR,2003,SEX,SEX_MLE,,,,,,,12.8 [8.6-16.3],12.8432,8.56,16.2584,,2021-02-09T16:37:53Z,2003,2003-01-01,2003-12-31
1556047,MH_12,REGION,AFR,,,YEAR,2004,SEX,SEX_MLE,,,,,,,22.7 [14.6-33.8],22.6911,14.5581,33.8053,,2021-02-09T17:25:30Z,2004,2004-01-01,2004-12-31
1557527,MH_12,COUNTRY,STP,AFR,Africa,YEAR,2017,SEX,SEX_MLE,,,,,,,3.3 [1.7-5.4],3.29,1.73,5.37,,2021-02-09T17:14:02Z,2017,2017-01-01,2017-12-31
1558435,MH_12,COUNTRY,BDI,AFR,Africa,YEAR,2015,SEX,SEX_BTSX,,,,,,,12.8 [7.6-20.6],12.7543,7.6,20.5709,,2021-02-09T16:24:00Z,2015,2015-01-01,2015-12-31
1559546,MH_12,COUNTRY,POL,EUR,Europe,YEAR,2011,SEX,SEX_BTSX,,,,,,,15.0 [14.3-15.7],14.9836,14.2821,15.6888,,2021-02-09T17:07:41Z,2011,2011-01-01,2011-12-31
1559857,MH_12,COUNTRY,MYS,WPR,Western Pacific,YEAR,2008,SEX,SEX_FMLE,,,,,,,2.6 [2.0-3.4],2.61,1.96,3.42,,2021-02-09T17:02:14Z,2008,2008-01-01,2008-12-31
1564234,MH_12,COUNTRY,NIC,AMR,Americas,YEAR,2006,SEX,SEX_BTSX,,,,,,,5.3 [3.6-6.7],5.27,3.57,6.73,,2021-02-09T17:03:40Z,2006,2006-01-01,2006-12-31
1566692,MH_12,COUNTRY,MDA,EUR,Europe,YEAR,2004,SEX,SEX_MLE,,,,,,,30.0 [25.9-34.5],29.9772,25.9131,34.4588,,2021-02-09T16:57:18Z,2004,2004-01-01,2004-12-31
1566774,MH_12,COUNTRY,BIH,EUR,Europe,YEAR,2015,SEX,SEX_MLE,,,,,,,13.6 [8.6-17.7],13.5669,8.57,17.6594,,2021-02-09T16:27:00Z,2015,2015-01-01,2015-12-31
1566788,MH_12,WORLDBANKINCOMEGROUP,WB_UMI,,,YEAR,2009,SEX,SEX_FMLE,,,,,,,6.4 [5.5-7.6],6.38,5.53,7.56,,2021-02-09T17:25:39Z,2009,2009-01-01,2009-12-31
1567735,MH_12,REGION,EUR,,,YEAR,2011,SEX,SEX_FMLE,,,,,,,5.3 [4.7-6.8],5.25,4.67,6.79,,2021-02-09T17:25:33Z,2011,2011-01-01,2011-12-31
1568524,MH_12,COUNTRY,HND,AMR,Americas,YEAR,2015,SEX,SEX_MLE,,,,,,,8.3 [4.1-17.2],8.33,4.12,17.1688,,2021-02-09T16:45:55Z,2015,2015-01-01,2015-12-31
1569356,MH_12,COUNTRY,PER,AMR,Americas,YEAR,2000,SEX,SEX_MLE,,,,,,,4.6 [3.0-6.2],4.56,2.95,6.16,,2021-02-09T17:06:35Z,2000,2000-01-01,2000-12-31
1570540,MH_12,COUNTRY,RWA,AFR,Africa,YEAR,2013,SEX,SEX_BTSX,,,,,,,10.1 [6.0-16.4],10.133,6,16.3602,,2021-02-09T17:10:14Z,2013,2013-01-01,2013-12-31
1570612,MH_12,COUNTRY,CHE,EUR,Europe,YEAR,2013,SEX,SEX_FMLE,,,,,,,6.1 [5.2-7.1],6.1,5.15,7.14,,2021-02-09T16:31:00Z,2013,2013-01-01,2013-12-31
1571234,MH_12,REGION,AMR,,,YEAR,2005,SEX,SEX_FMLE,,,,,,,3.5 [3.1-4.4],3.46,3.08,4.35,,2021-02-09T17:25:31Z,2005,2005-01-01,2005-12-31
1571789,MH_12,COUNTRY,LVA,EUR,Europe,YEAR,2001,SEX,SEX_FMLE,,,,,,,8.4 [6.9-10.1],8.4,6.86,10.1061,,2021-02-09T16:56:38Z,2001,2001-01-01,2001-12-31
1572008,MH_12,COUNTRY,TJK,EUR,Europe,YEAR,2010,SEX,SEX_FMLE,,,,,,,3.0 [1.9-4.5],3.01,1.93,4.5,,2021-02-09T17:17:57Z,2010,2010-01-01,2010-12-31
1573329,MH_12,COUNTRY,CZE,EUR,Europe,YEAR,2012,SEX,SEX_BTSX,,,,,,,13.1 [11.5-14.7],13.0539,11.4972,14.7086,,2021-02-09T16:35:47Z,2012,2012-01-01,2012-12-31
1574170,MH_12,COUNTRY,VNM,WPR,Western Pacific,YEAR,2017,SEX,SEX_MLE,,,,,,,11.1 [5.7-17.2],11.0724,5.71,17.2456,,2021-02-09T17:23:05Z,2017,2017-01-01,2017-12-31
1574722,MH_12,COUNTRY,SWZ,AFR,Africa,YEAR,2017,SEX,SEX_MLE,,,,,,,83.6 [40.8-142.1],83.6115,40.7572,142.0976,,2021-02-09T17:15:47Z,2017,2017-01-01,2017-12-31
1575245,MH_12,COUNTRY,MYS,WPR,Western Pacific,YEAR,2015,SEX,SEX_MLE,,,,,,,7.9 [5.3-11.7],7.9,5.27,11.6789,,2021-02-09T17:02:15Z,2015,2015-01-01,2015-12-31
1575876,MH_12,COUNTRY,JAM,AMR,Americas,YEAR,2008,SEX,SEX_MLE,,,,,,,3.8 [2.9-5.0],3.81,2.89,4.99,,2021-02-09T16:50:05Z,2008,2008-01-01,2008-12-31
1576831,MH_12,COUNTRY,BHR,EMR,Eastern Mediterranean,YEAR,2017,SEX,SEX_MLE,,,,,,,9.3 [5.7-13.3],9.25,5.69,13.3234,,2021-02-09T16:26:18Z,2017,2017-01-01,2017-12-31
1576936,MH_12,COUNTRY,VEN,AMR,Americas,YEAR,2017,SEX,SEX_FMLE,,,,,,,0.8 [0.5-1.1],0.756,0.504,1.09,,2021-02-09T17:22:45Z,2017,2017-01-01,2017-12-31
1577756,MH_12,COUNTRY,FJI,WPR,Western Pacific,YEAR,2002,SEX,SEX_FMLE,,,,,,,7.9 [5.4-11.0],7.85,5.41,10.9514,,2021-02-09T16:40:26Z,2002,2002-01-01,2002-12-31
1578166,MH_12,COUNTRY,VUT,WPR,Western Pacific,YEAR,2002,SEX,SEX_BTSX,,,,,,,22.8 [12.2-36.6],22.845,12.235900000000001,36.6165,,2021-02-09T17:23:26Z,2002,2002-01-01,2002-12-31
1580028,MH_12,COUNTRY,SRB,EUR,Europe,YEAR,2008,SEX,SEX_FMLE,,,,,,,7.3 [6.1-8.7],7.33,6.1,8.7,,2021-02-09T17:13:21Z,2008,2008-01-01,2008-12-31
1580958,MH_12,COUNTRY,LBR,AFR,Africa,YEAR,2014,SEX,SEX_MLE,,,,,,,10.1 [5.3-18.6],10.1389,5.31,18.5927,,2021-02-09T16:54:13Z,2014,2014-01-01,2014-12-31
1581271,MH_12,COUNTRY,KEN,AFR,Africa,YEAR,2000,SEX,SEX_BTSX,,,,,,,15.8 [11.4-21.8],15.8067,11.3971,21.7996,,2021-02-09T16:51:30Z,2000,2000-01-01,2000-12-31
1585223,MH_12,COUNTRY,LKA,SEAR,South-East Asia,YEAR,2003,SEX,SEX_FMLE,,,,,,,10.0 [8.6-24.9],9.96,8.57,24.8809,,2021-02-09T16:55:14Z,2003,2003-01-01,2003-12-31
1585298,MH_12,COUNTRY,GNB,AFR,Africa,YEAR,2018,SEX,SEX_MLE,,,,,,,20.8 [11.7-33.5],20.8243,11.6825,33.4844,,2021-02-09T16:43:41Z,2018,2018-01-01,2018-12-31
1585586,MH_12,COUNTRY,DOM,AMR,Americas,YEAR,2011,SEX,SEX_MLE,,,,,,,9.2 [6.4-13.4],9.21,6.38,13.3674,,2021-02-09T16:37:10Z,2011,2011-01-01,2011-12-31
1585671,MH_12,COUNTRY,GHA,AFR,Africa,YEAR,2015,SEX,SEX_FMLE,,,,,,,2.2 [1.3-3.5],2.21,1.33,3.48,,2021-02-09T16:42:36Z,2015,2015-01-01,2015-12-31
1587066,MH_12,COUNTRY,ISL,EUR,Europe,YEAR,2015,SEX,SEX_BTSX,,,,,,,13.2 [10.5-16.2],13.1691,10.5246,16.1652,,2021-02-09T16:49:04Z,2015,2015-01-01,2015-12-31
1587152,MH_12,REGION,EMR,,,YEAR,2013,SEX,SEX_BTSX,,,,,,,6.8 [3.7-11.5],6.8,3.71,11.5032,,2021-02-09T17:25:32Z,2013,2013-01-01,2013-12-31
1587257,MH_12,COUNTRY,DOM,AMR,Americas,YEAR,2011,SEX,SEX_BTSX,,,,,,,5.5 [3.8-8.0],5.5,3.78,7.98,,2021-02-09T16:37:09Z,2011,2011-01-01,2011-12-31
1590430,MH_12,COUNTRY,LKA,SEAR,South-East Asia,YEAR,2019,SEX,SEX_FMLE,,,,,,,6.1 [4.1-8.8],6.1,4.05,8.79,,2021-02-09T16:55:14Z,2019,2019-01-01,2019-12-31
1590446,MH_12,COUNTRY,LCA,AMR,Americas,YEAR,2002,SEX,SEX_MLE,,,,,,,13.5 [10.2-17.4],13.474,10.2382,17.3825,,2021-02-09T16:54:53Z,2002,2002-01-01,2002-12-31
1590455,MH_12,WORLDBANKINCOMEGROUP,WB_LI,,,YEAR,2013,SEX,SEX_MLE,,,,,,,16.5 [10.0-25.9],16.4584,10.0363,25.85,,2021-02-09T17:25:35Z,2013,2013-01-01,2013-12-31
1591120,MH_12,COUNTRY,NGA,AFR,Africa,YEAR,2008,SEX,SEX_FMLE,,,,,,,5.0 [2.7-7.6],4.95,2.65,7.61,,2021-02-09T17:03:20Z,2008,2008-01-01,2008-12-31
1591825,MH_12,COUNTRY,ROU,EUR,Europe,YEAR,2004,SEX,SEX_BTSX,,,,,,,10.8 [9.5-12.2],10.7717,9.45,12.1618,,2021-02-09T17:09:31Z,2004,2004-01-01,2004-12-31
1593760,MH_12,COUNTRY,EGY,EMR,Eastern Mediterranean,YEAR,2013,SEX,SEX_BTSX,,,,,,,3.8 [1.8-7.1],3.77,1.79,7.1,,2021-02-09T16:38:14Z,2013,2013-01-01,2013-12-31
1595119,MH_12,COUNTRY,GUY,AMR,Americas,YEAR,2019,SEX,SEX_MLE,,,,,,,65.0 [43.7-107.6],64.9737,43.6627,107.5691,,2021-02-09T16:45:34Z,2019,2019-01-01,2019-12-31
1596935,MH_12,COUNTRY,BHS,AMR,Americas,YEAR,2008,SEX,SEX_BTSX,,,,,,,3.4 [2.5-4.5],3.4,2.51,4.47,,2021-02-09T16:26:38Z,2008,2008-01-01,2008-12-31
1597525,MH_12,COUNTRY,ARM,EUR,Europe,YEAR,2006,SEX,SEX_MLE,,,,,,,8.7 [7.0-10.7],8.71,7,10.7221,,2021-02-09T16:22:03Z,2006,2006-01-01,2006-12-31
1597568,MH_12,COUNTRY,IDN,SEAR,South-East Asia,YEAR,2000,SEX,SEX_FMLE,,,,,,,2.1 [1.7-2.7],2.1,1.66,2.66,,2021-02-09T16:47:19Z,2000,2000-01-01,2000-12-31
1599424,MH_12,COUNTRY,THA,SEAR,South-East Asia,YEAR,2004,SEX,SEX_MLE,,,,,,,15.5 [10.5-21.5],15.5497,10.5277,21.4856,,2021-02-09T17:17:34Z,2004,2004-01-01,2004-12-31
1601743,MH_12,COUNTRY,SSD,AFR,Africa,YEAR,2003,SEX,SEX_MLE,,,,,,,11.3 [6.2-19.1],11.2967,6.17,19.0688,,2021-02-09T17:13:42Z,2003,2003-01-01,2003-12-31
1601949,MH_12,COUNTRY,VCT,AMR,Americas,YEAR,2005,SEX,SEX_BTSX,,,,,,,9.8 [7.3-12.7],9.76,7.29,12.6645,,2021-02-09T17:22:24Z,2005,2005-01-01,2005-12-31
1603151,MH_12,REGION,SEAR,,,YEAR,2004,SEX,SEX_BTSX,,,,,,,13.3 [10.3-16.3],13.2902,10.2716,16.2629,,2021-02-09T17:25:38Z,2004,2004-01-01,2004-12-31
1603219,MH_12,COUNTRY,BRA,AMR,Americas,YEAR,2000,SEX,SEX_BTSX,,,,,,,4.5 [4.1-6.2],4.47,4.11,6.2,,2021-02-09T16:28:26Z,2000,2000-01-01,2000-12-31
1604210,MH_12,COUNTRY,DJI,EMR,Eastern Mediterranean,YEAR,2003,SEX,SEX_MLE,,,,,,,17.0 [8.3-29.9],16.9935,8.25,29.8847,,2021-02-09T16:36:28Z,2003,2003-01-01,2003-12-31
1604258,MH_12,COUNTRY,KWT,EMR,Eastern Mediterranean,YEAR,2016,SEX,SEX_MLE,,,,,,,3.6 [2.7-4.6],3.57,2.68,4.61,,2021-02-09T16:53:12Z,2016,2016-01-01,2016-12-31
1604302,MH_12,COUNTRY,PER,AMR,Americas,YEAR,2016,SEX,SEX_FMLE,,,,,,,1.4 [0.9-2.2],1.41,0.869,2.16,,2021-02-09T17:06:35Z,2016,2016-01-01,2016-12-31
1604808,MH_12,COUNTRY,VEN,AMR,Americas,YEAR,2001,SEX,SEX_MLE,,,,,,,11.5 [9.7-20.6],11.4653,9.71,20.6072,,2021-02-09T17:22:45Z,2001,2001-01-01,2001-12-31
1605253,MH_12,COUNTRY,BWA,AFR,Africa,YEAR,2010,SEX,SEX_FMLE,,,,,,,10.5 [5.2-18.4],10.4685,5.16,18.4097,,2021-02-09T16:29:53Z,2010,2010-01-01,2010-12-31
1605480,MH_12,COUNTRY,AFG,EMR,Eastern Mediterranean,YEAR,2007,SEX,SEX_MLE,,,,,,,7.7 [4.5-12.6],7.66,4.45,12.6281,,2021-02-09T16:19:56Z,2007,2007-01-01,2007-12-31
1605904,MH_12,COUNTRY,FRA,EUR,Europe,YEAR,2006,SEX,SEX_MLE,,,,,,,21.8 [19.5-24.2],21.8092,19.5287,24.2205,,2021-02-09T16:40:47Z,2006,2006-01-01,2006-12-31
1606074,MH_12,COUNTRY,TJK,EUR,Europe,YEAR,2010,SEX,SEX_BTSX,,,,,,,5.0 [3.2-7.2],4.98,3.2,7.21,,2021-02-09T17:17:56Z,2010,2010-01-01,2010-12-31
1607226,MH_12,COUNTRY,IRN,EMR,Eastern Mediterranean,YEAR,2012,SEX,SEX_FMLE,,,,,,,3.6 [3.3-4.0],3.62,3.26,4,,2021-02-09T16:48:21Z,2012,2012-01-01,2012-12-31
1608097,MH_12,COUNTRY,GIN,AFR,Africa,YEAR,2008,SEX,SEX_BTSX,,,,,,,11.7 [6.5-19.3],11.7477,6.53,19.2552,,2021-02-09T16:42:57Z,2008,2008-01-01,2008-12-31
1608905,MH_12,COUNTRY,NIC,AMR,Americas,YEAR,2001,SEX,SEX_BTSX,,,,,,,6.2 [4.2-7.9],6.21,4.22,7.87,,2021-02-09T17:03:41Z,2001,2001-01-01,2001-12-31
1610103,MH_12,COUNTRY,MDV,SEAR,South-East Asia,YEAR,2005,SEX,SEX_BTSX,,,,,,,3.8 [2.5-5.7],3.83,2.45,5.68,,2021-02-09T16:58:00Z,2005,2005-01-01,2005-12-31
1612983,MH_12,COUNTRY,ISL,EUR,Europe,YEAR,2019,SEX,SEX_FMLE,,,,,,,3.5 [2.6-4.6],3.48,2.55,4.62,,2021-02-09T16:49:03Z,2019,2019-01-01,2019-12-31
1613447,MH_12,COUNTRY,LBN,EMR,Eastern Mediterranean,YEAR,2019,SEX,SEX_MLE,,,,,,,3.9 [2.0-7.3],3.87,1.99,7.31,,2021-02-09T16:53:52Z,2019,2019-01-01,2019-12-31
1613717,MH_12,COUNTRY,RWA,AFR,Africa,YEAR,2016,SEX,SEX_BTSX,,,,,,,9.7 [5.7-15.9],9.73,5.69,15.883,,2021-02-09T17:10:13Z,2016,2016-01-01,2016-12-31
1614071,MH_12,COUNTRY,MNE,EUR,Europe,YEAR,2019,SEX,SEX_FMLE,,,,,,,7.9 [5.4-11.1],7.88,5.35,11.1173,,2021-02-09T17:00:02Z,2019,2019-01-01,2019-12-31
1615771,MH_12,COUNTRY,USA,AMR,Americas,YEAR,2004,SEX,SEX_MLE,,,,,,,17.2 [16.6-21.6],17.1582,16.6114,21.554,,2021-02-09T17:21:41Z,2004,2004-01-01,2004-12-31
1616301,MH_12,COUNTRY,TON,WPR,Western Pacific,YEAR,2015,SEX,SEX_FMLE,,,,,,,3.4 [2.0-5.5],3.43,2,5.47,,2021-02-09T17:18:57Z,2015,2015-01-01,2015-12-31
1617839,MH_12,COUNTRY,NLD,EUR,Europe,YEAR,2018,SEX,SEX_BTSX,,,,,,,9.1 [7.5-10.8],9.09,7.54,10.8293,,2021-02-09T17:04:02Z,2018,2018-01-01,2018-12-31
1617957,MH_12,COUNTRY,IRN,EMR,Eastern Mediterranean,YEAR,2015,SEX,SEX_FMLE,,,,,,,3.1 [2.8-3.4],3.11,2.79,3.44,,2021-02-09T16:48:22Z,2015,2015-01-01,2015-12-31
1618518,MH_12,COUNTRY,BHR,EMR,Eastern Mediterranean,YEAR,2015,SEX,SEX_MLE,,,,,,,8.7 [5.4-12.2],8.67,5.36,12.2441,,2021-02-09T16:26:18Z,2015,2015-01-01,2015-12-31
1618967,MH_12,COUNTRY,VCT,AMR,Americas,YEAR,2012,SEX,SEX_MLE,,,,,,,6.6 [5.0-8.5],6.56,4.98,8.53,,2021-02-09T17:22:24Z,2012,2012-01-01,2012-12-31
1619227,MH_12,COUNTRY,FIN,EUR,Europe,YEAR,2000,SEX,SEX_FMLE,,,,,,,10.4 [8.9-11.9],10.415,8.94,11.941,,2021-02-09T16:40:03Z,2000,2000-01-01,2000-12-31
1621275,MH_12,COUNTRY,RUS,EUR,Europe,YEAR,2009,SEX,SEX_BTSX,,,,,,,33.3 [32.4-34.3],33.3178,32.3757,34.271,,2021-02-09T17:09:51Z,2009,2009-01-01,2009-12-31
1621589,MH_12,COUNTRY,IRL,EUR,Europe,YEAR,2001,SEX,SEX_FMLE,,,,,,,4.2 [3.4-5.0],4.15,3.37,5.04,,2021-02-09T16:48:01Z,2001,2001-01-01,2001-12-31
1622738,MH_12,COUNTRY,JAM,AMR,Americas,YEAR,2004,SEX,SEX_FMLE,,,,,,,0.8 [0.6-1.1],0.793,0.587,1.05,,2021-02-09T16:50:06Z,2004,2004-01-01,2004-12-31
1622815,MH_12,COUNTRY,USA,AMR,Americas,YEAR,2002,SEX,SEX_FMLE,,,,,,,4.3 [4.1-7.3],4.31,4.12,7.25,,2021-02-09T17:21:41Z,2002,2002-01-01,2002-12-31
1623589,MH_12,COUNTRY,SVN,EUR,Europe,YEAR,2001,SEX,SEX_BTSX,,,,,,,24.6 [21.4-28.1],24.6156,21.3612,28.0987,,2021-02-09T17:15:03Z,2001,2001-01-01,2001-12-31
1626906,MH_12,COUNTRY,LAO,WPR,Western Pacific,YEAR,2000,SEX,SEX_MLE,,,,,,,11.0 [6.1-17.8],11.049,6.09,17.7894,,2021-02-09T16:53:32Z,2000,2000-01-01,2000-12-31
1630126,MH_12,COUNTRY,KWT,EMR,Eastern Mediterranean,YEAR,2006,SEX,SEX_BTSX,,,,,,,2.7 [2.1-3.4],2.72,2.13,3.39,,2021-02-09T16:53:12Z,2006,2006-01-01,2006-12-31
1630955,MH_12,COUNTRY,COD,AFR,Africa,YEAR,2009,SEX,SEX_MLE,,,,,,,22.6 [14.3-34.0],22.5562,14.2901,34.0196,,2021-02-09T16:32:52Z,2009,2009-01-01,2009-12-31
1633220,MH_12,COUNTRY,ZWE,AFR,Africa,YEAR,2003,SEX,SEX_MLE,,,,,,,29.4 [15.5-44.3],29.4311,15.4656,44.3059,,2021-02-09T17:25:09Z,2003,2003-01-01,2003-12-31
1634723,MH_12,COUNTRY,ETH,AFR,Africa,YEAR,2012,SEX,SEX_MLE,,,,,,,16.8 [12.6-23.6],16.8313,12.6104,23.5812,,2021-02-09T16:39:41Z,2012,2012-01-01,2012-12-31
1634789,MH_12,COUNTRY,BLR,EUR,Europe,YEAR,2017,SEX,SEX_MLE,,,,,,,33.8 [25.5-44.6],33.8064,25.4959,44.5684,,2021-02-09T16:27:21Z,2017,2017-01-01,2017-12-31
1636262,MH_12,COUNTRY,ZWE,AFR,Africa,YEAR,2013,SEX,SEX_FMLE,,,,,,,21.3 [12.3-34.1],21.3383,12.2787,34.0505,,2021-02-09T17:25:09Z,2013,2013-01-01,2013-12-31
1636326,MH_12,COUNTRY,BDI,AFR,Africa,YEAR,2010,SEX,SEX_MLE,,,,,,,22.4 [13.5-35.7],22.4238,13.4672,35.673,,2021-02-09T16:24:00Z,2010,2010-01-01,2010-12-31
1637994,MH_12,COUNTRY,MKD,EUR,Europe,YEAR,2017,SEX,SEX_FMLE,,,,,,,3.5 [2.5-5.0],3.54,2.45,4.96,,2021-02-09T16:58:41Z,2017,2017-01-01,2017-12-31
1638726,MH_12,COUNTRY,TKM,EUR,Europe,YEAR,2007,SEX,SEX_BTSX,,,,,,,13.6 [11.3-16.2],13.5964,11.3166,16.1544,,2021-02-09T17:18:18Z,2007,2007-01-01,2007-12-31
1639137,MH_12,COUNTRY,MNG,WPR,Western Pacific,YEAR,2013,SEX,SEX_BTSX,,,,,,,20.4 [12.9-30.7],20.4299,12.8587,30.6756,,2021-02-09T17:00:25Z,2013,2013-01-01,2013-12-31
1639199,MH_12,COUNTRY,LBN,EMR,Eastern Mediterranean,YEAR,2007,SEX,SEX_FMLE,,,,,,,2.0 [1.2-3.1],1.98,1.17,3.08,,2021-02-09T16:53:52Z,2007,2007-01-01,2007-12-31
1639342,MH_12,COUNTRY,ISL,EUR,Europe,YEAR,2019,SEX,SEX_BTSX,,,,,,,11.2 [8.7-14.0],11.1504,8.71,13.9662,,2021-02-09T16:49:03Z,2019,2019-01-01,2019-12-31
1639854,MH_12,COUNTRY,KAZ,EUR,Europe,YEAR,2017,SEX,SEX_MLE,,,,,,,36.6 [30.1-43.8],36.6371,30.0892,43.8367,,2021-02-09T16:51:10Z,2017,2017-01-01,2017-12-31
1640258,MH_12,COUNTRY,TUR,EUR,Europe,YEAR,2004,SEX,SEX_MLE,,,,,,,4.9 [3.3-7.2],4.93,3.33,7.16,,2021-02-09T17:19:59Z,2004,2004-01-01,2004-12-31
1643397,MH_12,COUNTRY,UZB,EUR,Europe,YEAR,2009,SEX,SEX_FMLE,,,,,,,4.2 [3.4-5.0],4.16,3.4,5,,2021-02-09T17:22:01Z,2009,2009-01-01,2009-12-31
1644454,MH_12,COUNTRY,GIN,AFR,Africa,YEAR,2005,SEX,SEX_MLE,,,,,,,15.1 [8.2-25.3],15.0997,8.24,25.2751,,2021-02-09T16:42:57Z,2005,2005-01-01,2005-12-31
1645070,MH_12,REGION,SEAR,,,YEAR,2011,SEX,SEX_MLE,,,,,,,14.7 [10.1-17.8],14.6607,10.0835,17.7569,,2021-02-09T17:25:37Z,2011,2011-01-01,2011-12-31
1645268,MH_12,COUNTRY,GRC,EUR,Europe,YEAR,2014,SEX,SEX_FMLE,,,,,,,1.7 [1.3-2.1],1.67,1.32,2.09,,2021-02-09T16:44:24Z,2014,2014-01-01,2014-12-31
1646684,MH_12,COUNTRY,ARG,AMR,Americas,YEAR,2001,SEX,SEX_BTSX,,,,,,,10.3 [8.8-11.9],10.3074,8.85,11.8901,,2021-02-09T16:21:38Z,2001,2001-01-01,2001-12-31
1649550,MH_12,COUNTRY,FRA,EUR,Europe,YEAR,2004,SEX,SEX_FMLE,,,,,,,8.3 [7.2-9.4],8.28,7.24,9.37,,2021-02-09T16:40:47Z,2004,2004-01-01,2004-12-31
1649552,MH_12,WORLDBANKINCOMEGROUP,WB_UMI,,,YEAR,2012,SEX,SEX_FMLE,,,,,,,5.2 [4.4-6.4],5.15,4.42,6.37,,2021-02-09T17:25:39Z,2012,2012-01-01,2012-12-31
1650080,MH_12,GLOBAL,GLOBAL,,,YEAR,2017,SEX,SEX_MLE,,,,,,,12.9 [9.7-17.3],12.9268,9.7,17.2672,,2022-11-17T14:04:39Z,2017,2017-01-01,2017-12-31
1650447,MH_12,COUNTRY,ITA,EUR,Europe,YEAR,2013,SEX,SEX_MLE,,,,,,,8.4 [7.9-15.9],8.36,7.89,15.8526,,2021-02-09T16:49:44Z,2013,2013-01-01,2013-12-31
1651277,MH_12,WORLDBANKINCOMEGROUP,WB_LMI,,,YEAR,2004,SEX,SEX_BTSX,,,,,,,13.3 [9.8-17.2],13.2752,9.83,17.2448,,2021-02-09T17:25:36Z,2004,2004-01-01,2004-12-31
1651733,MH_12,COUNTRY,LSO,AFR,Africa,YEAR,2001,SEX,SEX_BTSX,,,,,,,40.4 [16.0-73.7],40.4066,16.0299,73.682,,2021-02-09T16:55:36Z,2001,2001-01-01,2001-12-31
1651805,MH_12,COUNTRY,TUR,EUR,Europe,YEAR,2016,SEX,SEX_MLE,,,,,,,3.4 [2.5-4.9],3.37,2.47,4.86,,2021-02-09T17:19:59Z,2016,2016-01-01,2016-12-31
1652351,MH_12,COUNTRY,JOR,EMR,Eastern Mediterranean,YEAR,2017,SEX,SEX_MLE,,,,,,,2.8 [1.9-4.1],2.83,1.89,4.07,,2021-02-09T16:50:28Z,2017,2017-01-01,2017-12-31
1652435,MH_12,COUNTRY,CHL,AMR,Americas,YEAR,2019,SEX,SEX_FMLE,,,,,,,3.0 [2.3-3.7],2.98,2.32,3.71,,2021-02-09T16:31:22Z,2019,2019-01-01,2019-12-31
1653460,MH_12,REGION,WPR,,,YEAR,2006,SEX,SEX_BTSX,,,,,,,11.7 [9.3-14.1],11.6746,9.33,14.0723,,2021-02-09T17:25:42Z,2006,2006-01-01,2006-12-31
1653767,MH_12,COUNTRY,KOR,WPR,Western Pacific,YEAR,2008,SEX,SEX_MLE,,,,,,,33.4 [15.3-47.0],33.4118,15.3144,47.0002,,2021-02-09T16:52:52Z,2008,2008-01-01,2008-12-31
1657977,MH_12,COUNTRY,POL,EUR,Europe,YEAR,2005,SEX,SEX_BTSX,,,,,,,15.2 [14.5-15.9],15.2212,14.5137,15.9416,,2021-02-09T17:07:41Z,2005,2005-01-01,2005-12-31
1658723,MH_12,COUNTRY,PRY,AMR,Americas,YEAR,2007,SEX,SEX_MLE,,,,,,,6.0 [3.7-7.8],5.97,3.7,7.82,,2021-02-09T17:08:47Z,2007,2007-01-01,2007-12-31
1658937,MH_12,COUNTRY,GRD,AMR,Americas,YEAR,2012,SEX,SEX_FMLE,,,,,,,0.5 [0.4-0.7],0.513,0.382,0.677,,2021-02-09T16:44:44Z,2012,2012-01-01,2012-12-31
1659430,MH_12,COUNTRY,IDN,SEAR,South-East Asia,YEAR,2004,SEX,SEX_FMLE,,,,,,,1.8 [1.4-2.3],1.82,1.44,2.29,,2021-02-09T16:47:19Z,2004,2004-01-01,2004-12-31
1662444,MH_12,COUNTRY,MLI,AFR,Africa,YEAR,2008,SEX,SEX_BTSX,,,,,,,8.9 [4.5-16.3],8.86,4.52,16.2788,,2021-02-09T16:59:01Z,2008,2008-01-01,2008-12-31
1662462,MH_12,COUNTRY,WSM,WPR,Western Pacific,YEAR,2011,SEX,SEX_BTSX,,,,,,,14.8 [8.6-23.3],14.7903,8.55,23.2914,,2021-02-09T17:23:47Z,2011,2011-01-01,2011-12-31
