Id,IndicatorCode,SpatialDimension,SpatialDimensionValueCode,ParentLocationCode,ParentLocation,TimeDimension,TimeDim,DisaggregatingDimension1,DisaggregatingDimension1ValueCode,DisaggregatingDimension2,DisaggregatingDimension2ValueCode,DisaggregatingDimension3,DisaggregatingDimension3ValueCode,DataSourceDimension,DataSourceDimensionValueCode,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
993,MH_12,COUNTRY,LTU,EUR,Europe,YEAR,2012,SEX,SEX_MLE,,,,,,,52.3 [46.4-58.8],52.3343,46.3806,58.7678,,2021-02-09T16:55:57Z,2012,2012-01-01,2012-12-31
1212,MH_12,COUNTRY,JOR,EMR,Eastern Mediterranean,YEAR,2010,SEX,SEX_MLE,,,,,,,3.0 [2.2-4.1],3,2.15,4.09,,2021-02-09T16:50:29Z,2010,2010-01-01,2010-12-31
1587,MH_12,COUNTRY,SYR,EMR,Eastern Mediterranean,YEAR,2001,SEX,SEX_MLE,,,,,,,3.0 [2.1-4.2],3.02,2.13,4.19,,2021-02-09T17:16:29Z,2001,2001-01-01,2001-12-31
3189,MH_12,COUNTRY,TUN,EMR,Eastern Mediterranean,YEAR,2011,SEX,SEX_FMLE,,,,,,,2.0 [1.0-3.5],2.03,1.01,3.54,,2021-02-09T17:19:39Z,2011,2011-01-01,2011-12-31
4047,MH_12,COUNTRY,BRB,AMR,Americas,YEAR,2007,SEX,SEX_FMLE,,,,,,,0.2 [0.1-0.2],0.151,0.114,0.198,,2021-02-09T16:28:47Z,2007,2007-01-01,2007-12-31
6719,MH_12,COUNTRY,TKM,EUR,Europe,YEAR,2001,SEX,SEX_FMLE,,,,,,,5.0 [4.0-6.1],4.95,3.96,6.1,,2021-02-09T17:18:18Z,2001,2001-01-01,2001-12-31
7317,MH_12,COUNTRY,CHL,AMR,Americas,YEAR,2010,SEX,SEX_FMLE,,,,,,,4.2 [3.6-4.9],4.22,3.61,4.88,,2021-02-09T16:31:22Z,2010,2010-01-01,2010-12-31
7608,MH_12,COUNTRY,TCD,AFR,Africa,YEAR,2019,SEX,SEX_BTSX,,,,,,,13.2 [7.5-21.5],13.2237,7.54,21.5442,,2021-02-09T17:16:50Z,2019,2019-01-01,2019-12-31
8434,MH_12,REGION,EMR,,,YEAR,2008,SEX,SEX_MLE,,,,,,,9.7 [4.9-17.0],9.66,4.91,17.0492,,2021-02-09T17:25:32Z,2008,2008-01-01,2008-12-31
9729,MH_12,COUNTRY,AGO,AFR,Africa,YEAR,2017,SEX,SEX_MLE,,,,,,,21.0 [13.2-31.9],21.0373,13.1717,31.8603,,2021-02-09T16:20:25Z,2017,2017-01-01,2017-12-31
9746,MH_12,COUNTRY,UGA,AFR,Africa,YEAR,2000,SEX,SEX_MLE,,,,,,,38.6 [22.9-62.6],38.6071,22.8968,62.5798,,2021-02-09T17:20:40Z,2000,2000-01-01,2000-12-31
10598,MH_12,COUNTRY,BHS,AMR,Americas,YEAR,2005,SEX,SEX_MLE,,,,,,,5.3 [3.9-6.9],5.26,3.9,6.9,,2021-02-09T16:26:39Z,2005,2005-01-01,2005-12-31
12229,MH_12,COUNTRY,MRT,AFR,Africa,YEAR,2019,SEX,SEX_FMLE,,,,,,,3.9 [2.1-6.5],3.85,2.06,6.48,,2021-02-09T17:01:09Z,2019,2019-01-01,2019-12-31
12235,MH_12,COUNTRY,IRQ,EMR,Eastern Mediterranean,YEAR,2019,SEX,SEX_FMLE,,,,,,,2.4 [1.4-3.8],2.4,1.42,3.84,,2021-02-09T16:48:42Z,2019,2019-01-01,2019-12-31
13268,MH_12,COUNTRY,AUS,WPR,Western Pacific,YEAR,2016,SEX,SEX_MLE,,,,,,,16.3 [14.3-18.6],16.3317,14.2921,18.5566,,2021-02-09T16:22:52Z,2016,2016-01-01,2016-12-31
13596,MH_12,COUNTRY,BRA,AMR,Americas,YEAR,2017,SEX,SEX_MLE,,,,,,,9.9 [9.2-17.9],9.88,9.15,17.9463,,2021-02-09T16:28:27Z,2017,2017-01-01,2017-12-31
14506,MH_12,COUNTRY,NPL,SEAR,South-East Asia,YEAR,2007,SEX,SEX_MLE,,,,,,,17.4 [9.5-25.8],17.3625,9.46,25.8264,,2021-02-09T17:04:44Z,2007,2007-01-01,2007-12-31
17432,MH_12,COUNTRY,AGO,AFR,Africa,YEAR,2000,SEX,SEX_MLE,,,,,,,30.0 [18.1-45.5],29.9595,18.1193,45.527,,2021-02-09T16:20:25Z,2000,2000-01-01,2000-12-31
18047,MH_12,COUNTRY,PAN,AMR,Americas,YEAR,2019,SEX,SEX_FMLE,,,,,,,1.0 [0.6-1.4],0.982,0.643,1.43,,2021-02-09T17:06:14Z,2019,2019-01-01,2019-12-31
18167,MH_12,COUNTRY,VEN,AMR,Americas,YEAR,2006,SEX,SEX_BTSX,,,,,,,4.3 [3.6-5.1],4.29,3.56,5.11,,2021-02-09T17:22:45Z,2006,2006-01-01,2006-12-31
18609,MH_12,COUNTRY,IRQ,EMR,Eastern Mediterranean,YEAR,2001,SEX,SEX_FMLE,,,,,,,3.4 [2.0-5.5],3.4,1.96,5.49,,2021-02-09T16:48:43Z,2001,2001-01-01,2001-12-31
19159,MH_12,COUNTRY,GUY,AMR,Americas,YEAR,2003,SEX,SEX_FMLE,,,,,,,16.8 [12.0-46.2],16.8425,12.0394,46.1867,,2021-02-09T16:45:33Z,2003,2003-01-01,2003-12-31
20155,MH_12,COUNTRY,SLV,AMR,Americas,YEAR,2011,SEX,SEX_MLE,,,,,,,14.4 [10.8-19.0],14.4191,10.8234,19.0279,,2021-02-09T17:12:41Z,2011,2011-01-01,2011-12-31
20320,MH_12,COUNTRY,SVK,EUR,Europe,YEAR,2018,SEX,SEX_FMLE,,,,,,,2.6 [1.8-3.7],2.59,1.75,3.67,,2021-02-09T17:14:42Z,2018,2018-01-01,2018-12-31
21749,MH_12,COUNTRY,QAT,EMR,Eastern Mediterranean,YEAR,2015,SEX,SEX_FMLE,,,,,,,1.8 [1.1-2.8],1.82,1.13,2.76,,2021-02-09T17:09:09Z,2015,2015-01-01,2015-12-31
21758,MH_12,COUNTRY,GTM,AMR,Americas,YEAR,2016,SEX,SEX_MLE,,,,,,,10.0 [7.7-12.8],10.0414,7.69,12.8456,,2021-02-09T16:45:11Z,2016,2016-01-01,2016-12-31
23954,MH_12,COUNTRY,MEX,AMR,Americas,YEAR,2012,SEX,SEX_MLE,,,,,,,8.3 [7.8-8.6],8.25,7.84,8.64,,2021-02-09T16:58:20Z,2012,2012-01-01,2012-12-31
24748,MH_12,COUNTRY,CPV,AFR,Africa,YEAR,2018,SEX,SEX_FMLE,,,,,,,5.2 [3.2-7.9],5.16,3.2,7.88,,2021-02-09T16:34:21Z,2018,2018-01-01,2018-12-31
24757,MH_12,WORLDBANKINCOMEGROUP,WB_LMI,,,YEAR,2014,SEX,SEX_BTSX,,,,,,,10.7 [7.5-14.2],10.7136,7.5,14.1946,,2021-02-09T17:25:36Z,2014,2014-01-01,2014-12-31
26372,MH_12,COUNTRY,COG,AFR,Africa,YEAR,2006,SEX,SEX_BTSX,,,,,,,17.2 [10.5-26.5],17.1553,10.4551,26.5165,,2021-02-09T16:33:14Z,2006,2006-01-01,2006-12-31
26439,MH_12,COUNTRY,GIN,AFR,Africa,YEAR,2010,SEX,SEX_MLE,,,,,,,18.5 [9.9-30.8],18.4787,9.89,30.7547,,2021-02-09T16:42:58Z,2010,2010-01-01,2010-12-31
26460,MH_12,COUNTRY,SLB,WPR,Western Pacific,YEAR,2018,SEX,SEX_MLE,,,,,,,32.9 [14.6-52.3],32.9469,14.5823,52.3145,,2021-02-09T17:11:59Z,2018,2018-01-01,2018-12-31
26537,MH_12,COUNTRY,EST,EUR,Europe,YEAR,2009,SEX,SEX_BTSX,,,,,,,19.2 [16.1-22.7],19.2075,16.0593,22.7245,,2021-02-09T16:39:17Z,2009,2009-01-01,2009-12-31
26760,MH_12,COUNTRY,VCT,AMR,Americas,YEAR,2010,SEX,SEX_MLE,,,,,,,5.2 [3.8-6.8],5.17,3.83,6.76,,2021-02-09T17:22:24Z,2010,2010-01-01,2010-12-31
26786,MH_12,COUNTRY,NIC,AMR,Americas,YEAR,2009,SEX,SEX_BTSX,,,,,,,5.5 [3.8-7.0],5.47,3.81,6.95,,2021-02-09T17:03:41Z,2009,2009-01-01,2009-12-31
26793,MH_12,COUNTRY,VEN,AMR,Americas,YEAR,2015,SEX,SEX_FMLE,,,,,,,0.8 [0.6-1.1],0.785,0.558,1.07,,2021-02-09T17:22:45Z,2015,2015-01-01,2015-12-31
27035,MH_12,COUNTRY,CIV,AFR,Africa,YEAR,2007,SEX,SEX_FMLE,,,,,,,7.3 [4.2-11.9],7.33,4.21,11.8522,,2021-02-09T16:32:08Z,2007,2007-01-01,2007-12-31
27279,MH_12,COUNTRY,BEN,AFR,Africa,YEAR,2019,SEX,SEX_MLE,,,,,,,20.3 [12.3-32.2],20.2891,12.2793,32.2475,,2021-02-09T16:24:44Z,2019,2019-01-01,2019-12-31
27558,MH_12,COUNTRY,AFG,EMR,Eastern Mediterranean,YEAR,2013,SEX,SEX_BTSX,,,,,,,6.2 [3.6-10.2],6.17,3.6,10.2004,,2021-02-09T16:19:57Z,2013,2013-01-01,2013-12-31
27918,MH_12,COUNTRY,ERI,AFR,Africa,YEAR,2013,SEX,SEX_BTSX,,,,,,,19.2 [10.5-31.7],19.2427,10.4922,31.7415,,2021-02-09T16:38:36Z,2013,2013-01-01,2013-12-31
28695,MH_12,COUNTRY,KAZ,EUR,Europe,YEAR,2012,SEX,SEX_FMLE,,,,,,,9.3 [7.9-11.0],9.34,7.86,10.9633,,2021-02-09T16:51:10Z,2012,2012-01-01,2012-12-31
30272,MH_12,COUNTRY,CZE,EUR,Europe,YEAR,2005,SEX,SEX_FMLE,,,,,,,4.3 [3.6-5.1],4.31,3.63,5.06,,2021-02-09T16:35:46Z,2005,2005-01-01,2005-12-31
30839,MH_12,COUNTRY,GAB,AFR,Africa,YEAR,2000,SEX,SEX_MLE,,,,,,,33.2 [19.6-50.7],33.1917,19.5513,50.7326,,2021-02-09T16:41:29Z,2000,2000-01-01,2000-12-31
31505,MH_12,COUNTRY,THA,SEAR,South-East Asia,YEAR,2004,SEX,SEX_FMLE,,,,,,,4.5 [3.2-6.3],4.54,3.17,6.29,,2021-02-09T17:17:34Z,2004,2004-01-01,2004-12-31
31856,MH_12,WORLDBANKINCOMEGROUP,WB_LI,,,YEAR,2010,SEX,SEX_BTSX,,,,,,,11.6 [7.1-18.1],11.5959,7.13,18.094,,2021-02-09T17:25:35Z,2010,2010-01-01,2010-12-31
32507,MH_12,COUNTRY,ITA,EUR,Europe,YEAR,2005,SEX,SEX_MLE,,,,,,,7.5 [7.1-7.9],7.52,7.1,7.91,,2021-02-09T16:49:44Z,2005,2005-01-01,2005-12-31
32541,MH_12,COUNTRY,CZE,EUR,Europe,YEAR,2008,SEX,SEX_BTSX,,,,,,,11.3 [9.9-23.9],11.326,9.92,23.8632,,2021-02-09T16:35:47Z,2008,2008-01-01,2008-12-31
34967,MH_12,COUNTRY,SSD,AFR,Africa,YEAR,2004,SEX,SEX_BTSX,,,,,,,7.2 [4.0-12.2],7.23,3.96,12.1974,,2021-02-09T17:13:42Z,2004,2004-01-01,2004-12-31
35978,MH_12,COUNTRY,URY,AMR,Americas,YEAR,2015,SEX,SEX_MLE,,,,,,,27.7 [23.6-32.1],27.7149,23.6295,32.1343,,2021-02-09T17:21:22Z,2015,2015-01-01,2015-12-31
36225,MH_12,COUNTRY,DOM,AMR,Americas,YEAR,2016,SEX,SEX_FMLE,,,,,,,2.4 [1.5-3.6],2.38,1.47,3.63,,2021-02-09T16:37:09Z,2016,2016-01-01,2016-12-31
36710,MH_12,COUNTRY,TON,WPR,Western Pacific,YEAR,2000,SEX,SEX_FMLE,,,,,,,3.6 [2.3-5.5],3.64,2.26,5.52,,2021-02-09T17:18:58Z,2000,2000-01-01,2000-12-31
37663,MH_12,COUNTRY,EGY,EMR,Eastern Mediterranean,YEAR,2008,SEX,SEX_FMLE,,,,,,,2.4 [1.3-3.9],2.36,1.26,3.86,,2021-02-09T16:38:15Z,2008,2008-01-01,2008-12-31
40560,MH_12,COUNTRY,CPV,AFR,Africa,YEAR,2014,SEX,SEX_MLE,,,,,,,29.0 [18.4-41.1],29.0129,18.3705,41.1387,,2021-02-09T16:34:20Z,2014,2014-01-01,2014-12-31
43010,MH_12,COUNTRY,ERI,AFR,Africa,YEAR,2018,SEX,SEX_BTSX,,,,,,,17.8 [9.8-29.4],17.8386,9.78,29.3773,,2021-02-09T16:38:35Z,2018,2018-01-01,2018-12-31
44605,MH_12,COUNTRY,DZA,AFR,Africa,YEAR,2017,SEX,SEX_FMLE,,,,,,,1.9 [1.0-3.1],1.9,1,3.12,,2021-02-09T16:37:31Z,2017,2017-01-01,2017-12-31
47745,MH_12,COUNTRY,ALB,EUR,Europe,YEAR,2017,SEX,SEX_MLE,,,,,,,5.7 [2.9-9.0],5.73,2.92,8.95,,2021-02-09T16:20:51Z,2017,2017-01-01,2017-12-31
51191,MH_12,COUNTRY,BRA,AMR,Americas,YEAR,2015,SEX,SEX_FMLE,,,,,,,2.6 [2.4-2.8],2.57,2.37,2.78,,2021-02-09T16:28:26Z,2015,2015-01-01,2015-12-31
52417,MH_12,COUNTRY,BLR,EUR,Europe,YEAR,2005,SEX,SEX_BTSX,,,,,,,37.2 [31.8-43.0],37.2498,31.7545,43.0105,,2021-02-09T16:27:21Z,2005,2005-01-01,2005-12-31
53798,MH_12,COUNTRY,GAB,AFR,Africa,YEAR,2013,SEX,SEX_MLE,,,,,,,24.3 [14.4-38.4],24.2909,14.4091,38.3541,,2021-02-09T16:41:29Z,2013,2013-01-01,2013-12-31
55245,MH_12,COUNTRY,DOM,AMR,Americas,YEAR,2002,SEX,SEX_BTSX,,,,,,,4.9 [3.4-7.0],4.9,3.41,6.95,,2021-02-09T16:37:11Z,2002,2002-01-01,2002-12-31
55434,MH_12,COUNTRY,TJK,EUR,Europe,YEAR,2000,SEX,SEX_FMLE,,,,,,,2.9 [2.0-4.0],2.89,2.03,3.98,,2021-02-09T17:17:57Z,2000,2000-01-01,2000-12-31
55502,MH_12,COUNTRY,BOL,AMR,Americas,YEAR,2011,SEX,SEX_FMLE,,,,,,,4.7 [2.5-8.3],4.74,2.51,8.29,,2021-02-09T16:28:05Z,2011,2011-01-01,2011-12-31
56605,MH_12,COUNTRY,CZE,EUR,Europe,YEAR,2013,SEX,SEX_FMLE,,,,,,,4.5 [3.8-5.4],4.52,3.76,5.37,,2021-02-09T16:35:45Z,2013,2013-01-01,2013-12-31
57029,MH_12,COUNTRY,CHL,AMR,Americas,YEAR,2017,SEX,SEX_BTSX,,,,,,,8.4 [7.0-9.9],8.39,7.03,9.91,,2021-02-09T16:31:21Z,2017,2017-01-01,2017-12-31
57057,MH_12,COUNTRY,KOR,WPR,Western Pacific,YEAR,2009,SEX,SEX_FMLE,,,,,,,20.2 [18.0-30.7],20.1986,18.0033,30.702,,2021-02-09T16:52:52Z,2009,2009-01-01,2009-12-31
57601,MH_12,COUNTRY,GEO,EUR,Europe,YEAR,2006,SEX,SEX_BTSX,,,,,,,5.3 [4.0-6.9],5.34,4.03,6.94,,2021-02-09T16:42:14Z,2006,2006-01-01,2006-12-31
59169,MH_12,COUNTRY,TKM,EUR,Europe,YEAR,2000,SEX,SEX_MLE,,,,,,,23.7 [20.1-27.7],23.7096,20.128,27.7082,,2021-02-09T17:18:17Z,2000,2000-01-01,2000-12-31
59575,MH_12,COUNTRY,SUR,AMR,Americas,YEAR,2006,SEX,SEX_MLE,,,,,,,43.7 [33.3-56.3],43.6951,33.3479,56.3129,,2021-02-09T17:14:23Z,2006,2006-01-01,2006-12-31
60654,MH_12,COUNTRY,AUT,EUR,Europe,YEAR,2005,SEX,SEX_MLE,,,,,,,21.2 [18.8-23.8],21.208,18.7813,23.769,,2021-02-09T16:23:15Z,2005,2005-01-01,2005-12-31
61312,MH_12,COUNTRY,LBR,AFR,Africa,YEAR,2003,SEX,SEX_FMLE,,,,,,,6.7 [3.6-12.3],6.71,3.59,12.2899,,2021-02-09T16:54:12Z,2003,2003-01-01,2003-12-31
64170,MH_12,WORLDBANKINCOMEGROUP,WB_UMI,,,YEAR,2010,SEX,SEX_BTSX,,,,,,,9.8 [8.2-12.2],9.75,8.15,12.1597,,2021-02-09T17:25:39Z,2010,2010-01-01,2010-12-31
65051,MH_12,COUNTRY,SRB,EUR,Europe,YEAR,2001,SEX,SEX_BTSX,,,,,,,17.8 [13.9-21.9],17.7717,13.9465,21.8569,,2021-02-09T17:13:22Z,2001,2001-01-01,2001-12-31
65727,MH_12,COUNTRY,GUY,AMR,Americas,YEAR,2004,SEX,SEX_FMLE,,,,,,,16.0 [11.5-21.9],16.0441,11.485,21.8529,,2021-02-09T16:45:34Z,2004,2004-01-01,2004-12-31
66643,MH_12,COUNTRY,LBR,AFR,Africa,YEAR,2010,SEX,SEX_MLE,,,,,,,10.6 [5.6-19.5],10.6022,5.59,19.4807,,2021-02-09T16:54:12Z,2010,2010-01-01,2010-12-31
66958,MH_12,COUNTRY,HND,AMR,Americas,YEAR,2012,SEX,SEX_BTSX,,,,,,,4.0 [2.0-8.0],3.95,2.04,7.99,,2021-02-09T16:45:56Z,2012,2012-01-01,2012-12-31
67607,MH_12,COUNTRY,IRL,EUR,Europe,YEAR,2019,SEX,SEX_MLE,,,,,,,14.3 [11.4-17.8],14.3223,11.3859,17.791,,2021-02-09T16:48:01Z,2019,2019-01-01,2019-12-31
68022,MH_12,COUNTRY,LUX,EUR,Europe,YEAR,2019,SEX,SEX_MLE,,,,,,,11.8 [9.0-15.3],11.8095,9,15.2609,,2021-02-09T16:56:17Z,2019,2019-01-01,2019-12-31
71086,MH_12,COUNTRY,COM,AFR,Africa,YEAR,2009,SEX,SEX_MLE,,,,,,,11.2 [5.1-22.6],11.1698,5.13,22.5811,,2021-02-09T16:33:58Z,2009,2009-01-01,2009-12-31
73070,MH_12,COUNTRY,LVA,EUR,Europe,YEAR,2011,SEX,SEX_MLE,,,,,,,33.9 [29.2-39.2],33.9098,29.1624,39.1935,,2021-02-09T16:56:38Z,2011,2011-01-01,2011-12-31
73232,MH_12,WORLDBANKINCOMEGROUP,WB_LMI,,,YEAR,2017,SEX,SEX_FMLE,,,,,,,7.0 [5.3-9.4],6.98,5.28,9.42,,2021-02-09T17:25:37Z,2017,2017-01-01,2017-12-31
73948,MH_12,COUNTRY,FJI,WPR,Western Pacific,YEAR,2018,SEX,SEX_BTSX,,,,,,,9.7 [6.1-14.7],9.72,6.06,14.6898,,2021-02-09T16:40:25Z,2018,2018-01-01,2018-12-31
75807,MH_12,COUNTRY,IND,SEAR,South-East Asia,YEAR,2014,SEX,SEX_MLE,,,,,,,15.7 [10.7-18.2],15.6624,10.6757,18.198,,2021-02-09T16:47:40Z,2014,2014-01-01,2014-12-31
75964,MH_12,COUNTRY,CAN,AMR,Americas,YEAR,2010,SEX,SEX_MLE,,,,,,,15.1 [13.6-16.8],15.1418,13.5887,16.7631,,2021-02-09T16:30:37Z,2010,2010-01-01,2010-12-31
76079,MH_12,COUNTRY,ECU,AMR,Americas,YEAR,2006,SEX,SEX_FMLE,,,,,,,5.8 [4.7-7.2],5.84,4.72,7.17,,2021-02-09T16:37:53Z,2006,2006-01-01,2006-12-31
76917,MH_12,COUNTRY,MDG,AFR,Africa,YEAR,2017,SEX,SEX_BTSX,,,,,,,9.3 [5.5-14.9],9.33,5.53,14.8528,,2021-02-09T16:57:38Z,2017,2017-01-01,2017-12-31
77584,MH_12,COUNTRY,LKA,SEAR,South-East Asia,YEAR,2005,SEX,SEX_FMLE,,,,,,,18.4 [15.2-37.0],18.3694,15.2492,37.0341,,2021-02-09T16:55:14Z,2005,2005-01-01,2005-12-31
77839,MH_12,COUNTRY,NZL,WPR,Western Pacific,YEAR,2002,SEX,SEX_MLE,,,,,,,18.7 [16.7-20.7],18.6712,16.7319,20.7197,,2021-02-09T17:05:05Z,2002,2002-01-01,2002-12-31
79613,MH_12,COUNTRY,OMN,EMR,Eastern Mediterranean,YEAR,2010,SEX,SEX_FMLE,,,,,,,1.6 [1.0-2.4],1.6,0.993,2.41,,2021-02-09T17:05:26Z,2010,2010-01-01,2010-12-31
80300,MH_12,COUNTRY,ZAF,AFR,Africa,YEAR,2016,SEX,SEX_MLE,,,,,,,41.0 [27.8-57.1],41.0404,27.8215,57.1411,,2021-02-09T17:24:26Z,2016,2016-01-01,2016-12-31
80910,MH_12,COUNTRY,SLB,WPR,Western Pacific,YEAR,2015,SEX,SEX_BTSX,,,,,,,17.9 [8.0-28.8],17.9402,8.02,28.7765,,2021-02-09T17:11:59Z,2015,2015-01-01,2015-12-31
80974,MH_12,COUNTRY,ZMB,AFR,Africa,YEAR,2014,SEX,SEX_BTSX,,,,,,,17.7 [11.2-26.6],17.7448,11.2026,26.628,,2021-02-09T17:24:48Z,2014,2014-01-01,2014-12-31
81349,MH_12,COUNTRY,ARG,AMR,Americas,YEAR,2004,SEX,SEX_BTSX,,,,,,,8.7 [7.5-10.0],8.68,7.49,9.98,,2021-02-09T16:21:39Z,2004,2004-01-01,2004-12-31
82924,MH_12,COUNTRY,JPN,WPR,Western Pacific,YEAR,2001,SEX,SEX_MLE,,,,,,,25.9 [25.1-31.3],25.8685,25.1333,31.2627,,2021-02-09T16:50:49Z,2001,2001-01-01,2001-12-31
83642,MH_12,COUNTRY,GAB,AFR,Africa,YEAR,2000,SEX,SEX_BTSX,,,,,,,19.4 [11.4-29.8],19.3581,11.3724,29.7603,,2021-02-09T16:41:30Z,2000,2000-01-01,2000-12-31
83837,MH_12,COUNTRY,GRC,EUR,Europe,YEAR,2011,SEX,SEX_FMLE,,,,,,,1.3 [1.0-1.7],1.32,1.04,1.65,,2021-02-09T16:44:23Z,2011,2011-01-01,2011-12-31
85263,MH_12,COUNTRY,ESP,EUR,Europe,YEAR,2007,SEX,SEX_BTSX,,,,,,,5.4 [4.7-6.1],5.4,4.72,6.11,,2021-02-09T16:38:57Z,2007,2007-01-01,2007-12-31
86344,MH_12,COUNTRY,CYP,EUR,Europe,YEAR,2012,SEX,SEX_MLE,,,,,,,9.1 [5.8-12.2],9.14,5.77,12.2443,,2021-02-09T16:35:25Z,2012,2012-01-01,2012-12-31
88641,MH_12,WORLDBANKINCOMEGROUP,WB_UMI,,,YEAR,2005,SEX,SEX_BTSX,,,,,,,12.5 [10.2-15.0],12.5268,10.2293,15.0092,,2021-02-09T17:25:38Z,2005,2005-01-01,2005-12-31
89220,MH_12,COUNTRY,NOR,EUR,Europe,YEAR,2004,SEX,SEX_FMLE,,,,,,,7.6 [7.0-8.2],7.63,7.04,8.23,,2021-02-09T17:04:23Z,2004,2004-01-01,2004-12-31
89293,MH_12,COUNTRY,ZMB,AFR,Africa,YEAR,2018,SEX,SEX_BTSX,,,,,,,15.9 [9.8-24.3],15.8985,9.82,24.3035,,2021-02-09T17:24:47Z,2018,2018-01-01,2018-12-31
92479,MH_12,COUNTRY,SWZ,AFR,Africa,YEAR,2010,SEX,SEX_BTSX,,,,,,,70.5 [34.9-120.5],70.4886,34.8598,120.5127,,2021-02-09T17:15:47Z,2010,2010-01-01,2010-12-31
94007,MH_12,COUNTRY,ISR,EUR,Europe,YEAR,2008,SEX,SEX_MLE,,,,,,,8.7 [7.4-24.6],8.66,7.42,24.6025,,2021-02-09T16:49:24Z,2008,2008-01-01,2008-12-31
96987,MH_12,COUNTRY,LBR,AFR,Africa,YEAR,2018,SEX,SEX_MLE,,,,,,,9.0 [4.6-16.6],9,4.55,16.605,,2021-02-09T16:54:12Z,2018,2018-01-01,2018-12-31
97040,MH_12,COUNTRY,KIR,WPR,Western Pacific,YEAR,2005,SEX,SEX_FMLE,,,,,,,10.2 [6.1-15.9],10.2331,6.05,15.9105,,2021-02-09T16:52:30Z,2005,2005-01-01,2005-12-31
97969,MH_12,COUNTRY,BDI,AFR,Africa,YEAR,2002,SEX,SEX_FMLE,,,,,,,12.6 [7.2-20.2],12.5582,7.16,20.2474,,2021-02-09T16:23:59Z,2002,2002-01-01,2002-12-31
97987,MH_12,REGION,AMR,,,YEAR,2001,SEX,SEX_FMLE,,,,,,,3.4 [3.0-4.4],3.36,2.99,4.38,,2021-02-09T17:25:31Z,2001,2001-01-01,2001-12-31
99355,MH_12,COUNTRY,SLV,AMR,Americas,YEAR,2019,SEX,SEX_FMLE,,,,,,,2.1 [1.3-3.1],2.08,1.32,3.12,,2021-02-09T17:12:40Z,2019,2019-01-01,2019-12-31
99841,MH_12,COUNTRY,UGA,AFR,Africa,YEAR,2009,SEX,SEX_MLE,,,,,,,28.6 [17.8-45.0],28.564,17.8275,45.0335,,2021-02-09T17:20:40Z,2009,2009-01-01,2009-12-31
99945,MH_12,COUNTRY,CMR,AFR,Africa,YEAR,2014,SEX,SEX_MLE,,,,,,,28.2 [17.0-43.2],28.1981,17.0168,43.2114,,2021-02-09T16:32:30Z,2014,2014-01-01,2014-12-31
100133,MH_12,COUNTRY,CAN,AMR,Americas,YEAR,2001,SEX,SEX_MLE,,,,,,,16.8 [15.2-18.5],16.8192,15.1879,18.5497,,2021-02-09T16:30:38Z,2001,2001-01-01,2001-12-31
100573,MH_12,COUNTRY,SVK,EUR,Europe,YEAR,2006,SEX,SEX_FMLE,,,,,,,3.1 [2.5-3.8],3.08,2.45,3.81,,2021-02-09T17:14:43Z,2006,2006-01-01,2006-12-31
101533,MH_12,COUNTRY,BIH,EUR,Europe,YEAR,2002,SEX,SEX_BTSX,,,,,,,8.5 [5.8-11.9],8.53,5.82,11.8663,,2021-02-09T16:26:59Z,2002,2002-01-01,2002-12-31
102313,MH_12,COUNTRY,NER,AFR,Africa,YEAR,2004,SEX,SEX_BTSX,,,,,,,9.8 [5.3-17.0],9.83,5.33,16.9738,,2021-02-09T17:02:57Z,2004,2004-01-01,2004-12-31
104737,MH_12,COUNTRY,KEN,AFR,Africa,YEAR,2009,SEX,SEX_MLE,,,,,,,19.6 [14.7-25.4],19.5586,14.749,25.3768,,2021-02-09T16:51:30Z,2009,2009-01-01,2009-12-31
105062,MH_12,COUNTRY,BRB,AMR,Americas,YEAR,2003,SEX,SEX_MLE,,,,,,,0.6 [0.4-0.8],0.596,0.449,0.775,,2021-02-09T16:28:48Z,2003,2003-01-01,2003-12-31
105442,MH_12,COUNTRY,BRA,AMR,Americas,YEAR,2001,SEX,SEX_FMLE,,,,,,,2.0 [1.8-2.2],2.02,1.84,2.17,,2021-02-09T16:28:26Z,2001,2001-01-01,2001-12-31
105778,MH_12,COUNTRY,TGO,AFR,Africa,YEAR,2019,SEX,SEX_MLE,,,,,,,24.0 [14.4-37.0],23.9862,14.3699,37.0168,,2021-02-09T17:17:12Z,2019,2019-01-01,2019-12-31
106598,MH_12,COUNTRY,IRQ,EMR,Eastern Mediterranean,YEAR,2016,SEX,SEX_MLE,,,,,,,8.0 [4.8-12.4],7.99,4.78,12.4482,,2021-02-09T16:48:42Z,2016,2016-01-01,2016-12-31
106881,MH_12,COUNTRY,PRY,AMR,Americas,YEAR,2018,SEX,SEX_FMLE,,,,,,,3.2 [2.1-4.8],3.23,2.05,4.8,,2021-02-09T17:08:48Z,2018,2018-01-01,2018-12-31
107025,MH_12,COUNTRY,MLI,AFR,Africa,YEAR,2005,SEX,SEX_BTSX,,,,,,,8.8 [4.5-16.1],8.75,4.48,16.1291,,2021-02-09T16:59:02Z,2005,2005-01-01,2005-12-31
